Zip Code,Population,Poverty Count,Total Poverty Rate (%)
50001,575.0,8.0,1.391304347826087
50002,1364.0,144.0,10.557184750733137
50003,6893.0,524.0,7.601914986217902
50005,1007.0,30.0,2.9791459781529297
50006,1524.0,154.0,10.10498687664042
50007,595.0,6.0,1.0084033613445378
50008,978.0,135.0,13.803680981595091
50009,18600.0,1363.0,7.327956989247312
50010,32111.0,6776.0,21.101803120426023
50011,1587.0,0.0,0.0
50012,4743.0,14.0,0.2951718321737297
50014,29725.0,9928.0,33.399495374264085
50020,1198.0,155.0,12.93823038397329
50021,24993.0,2149.0,8.598407554115152
50022,8148.0,1266.0,15.537555228276878
50023,33001.0,2400.0,7.272506893730493
50025,3107.0,372.0,11.972964274219505
50026,612.0,94.0,15.359477124183007
50027,312.0,36.0,11.538461538461538
50028,1499.0,91.0,6.070713809206137
50029,651.0,110.0,16.897081413210447
50032,104.0,16.0,15.384615384615385
50033,41.0,2.0,4.878048780487805
50034,365.0,19.0,5.205479452054795
50035,6562.0,283.0,4.312709539774459
50036,16251.0,1740.0,10.70703341332841
50038,72.0,40.0,55.55555555555556
50039,319.0,10.0,3.134796238244514
50041,53.0,0.0,0.0
50042,267.0,22.0,8.239700374531836
50044,1088.0,217.0,19.94485294117647
50046,1401.0,143.0,10.20699500356888
50047,5931.0,361.0,6.086663294554038
50048,784.0,107.0,13.64795918367347
50049,6604.0,664.0,10.054512416717142
50050,706.0,122.0,17.28045325779037
50051,361.0,66.0,18.282548476454295
50052,166.0,7.0,4.216867469879518
50054,2908.0,308.0,10.591471801925723
50055,917.0,47.0,5.125408942202835
50056,1459.0,85.0,5.825908156271419
50057,256.0,23.0,8.984375
50058,2107.0,193.0,9.159943046986236
50060,2512.0,390.0,15.52547770700637
50061,1599.0,6.0,0.37523452157598497
50062,677.0,157.0,23.190546528803544
50063,2734.0,59.0,2.1580102414045355
50064,122.0,14.0,11.475409836065573
50065,620.0,233.0,37.58064516129032
50066,299.0,20.0,6.688963210702341
50067,225.0,36.0,16.0
50068,272.0,26.0,9.558823529411764
50069,1151.0,61.0,5.299739357080799
50070,1567.0,105.0,6.700701978302489
50071,909.0,76.0,8.36083608360836
50072,2468.0,151.0,6.118314424635332
50073,1120.0,132.0,11.785714285714286
50074,432.0,51.0,11.805555555555555
50075,851.0,54.0,6.345475910693302
50076,1591.0,166.0,10.433689503456945
50078,137.0,27.0,19.708029197080293
50101,78.0,2.0,2.5641025641025643
50102,99.0,17.0,17.171717171717173
50103,399.0,99.0,24.81203007518797
50104,105.0,9.0,8.571428571428571
50105,1219.0,90.0,7.383100902378999
50106,1065.0,99.0,9.295774647887324
50107,1116.0,203.0,18.189964157706093
50108,385.0,86.0,22.337662337662337
50109,2826.0,154.0,5.4493984430290165
50111,12346.0,331.0,2.6810302932123764
50112,11532.0,1034.0,8.966354491848769
50115,2791.0,360.0,12.898602651379434
50116,313.0,43.0,13.738019169329073
50117,78.0,26.0,33.333333333333336
50118,1027.0,112.0,10.905550146056475
50119,518.0,52.0,10.038610038610038
50120,318.0,2.0,0.6289308176100629
50122,1462.0,68.0,4.651162790697675
50123,688.0,45.0,6.540697674418604
50124,3864.0,372.0,9.627329192546584
50125,19792.0,2002.0,10.11519805982215
50126,6879.0,429.0,6.23637156563454
50127,18.0,0.0,0.0
50128,387.0,25.0,6.459948320413437
50129,4933.0,446.0,9.041151429150618
50130,1661.0,93.0,5.59903672486454
50131,19683.0,905.0,4.597876339988823
50132,235.0,20.0,8.51063829787234
50133,403.0,51.0,12.655086848635236
50134,701.0,16.0,2.282453637660485
50135,1770.0,109.0,6.15819209039548
50136,422.0,38.0,9.004739336492891
50138,11324.0,1406.0,12.416107382550335
50139,1535.0,161.0,10.488599348534201
50140,3191.0,673.0,21.090567220307115
50141,626.0,24.0,3.8338658146964857
50142,988.0,62.0,6.275303643724697
50143,647.0,1.0,0.1545595054095827
50144,2703.0,363.0,13.429522752497226
