Zip Code,Population,Poverty Count,Total Poverty Rate (%)
50001,746.0,142.0,19.03485254691689
50002,1443.0,161.0,11.157311157311158
50003,7107.0,495.0,6.964964119881807
50005,1015.0,19.0,1.8719211822660098
50006,1621.0,154.0,9.500308451573103
50007,524.0,3.0,0.5725190839694656
50008,1001.0,146.0,14.585414585414586
50009,19190.0,1098.0,5.721730067743616
50010,32742.0,6540.0,19.974344878138172
50011,1525.0,0.0,0.0
50012,4799.0,12.0,0.2500520941862888
50014,30123.0,10071.0,33.43292500746938
50020,1187.0,171.0,14.406065711878686
50021,26639.0,1694.0,6.359097563722362
50022,8173.0,1261.0,15.42885109506913
50023,34042.0,2539.0,7.4584336995476175
50025,3078.0,318.0,10.331384015594542
50026,622.0,65.0,10.45016077170418
50027,269.0,37.0,13.754646840148698
50028,1383.0,70.0,5.061460592913956
50029,567.0,75.0,13.227513227513228
50032,243.0,144.0,59.25925925925926
50033,27.0,0.0,0.0
50034,361.0,13.0,3.601108033240997
50035,7134.0,297.0,4.163162321278385
50036,16261.0,1579.0,9.710349916979276
50038,68.0,39.0,57.35294117647059
50039,252.0,6.0,2.380952380952381
50041,47.0,0.0,0.0
50042,295.0,20.0,6.779661016949152
50044,1068.0,213.0,19.9438202247191
50046,1591.0,149.0,9.365179132620993
50047,5926.0,236.0,3.9824502193722577
50048,799.0,111.0,13.892365456821027
50049,6484.0,633.0,9.762492288710673
50050,709.0,62.0,8.744710860366714
50051,315.0,67.0,21.26984126984127
50052,140.0,9.0,6.428571428571429
50054,3029.0,262.0,8.649719379333114
50055,960.0,45.0,4.6875
50056,1412.0,98.0,6.9405099150141645
50057,304.0,24.0,7.894736842105263
50058,2077.0,289.0,13.914299470389986
50060,2507.0,456.0,18.18907060231352
50061,1435.0,6.0,0.4181184668989547
50062,705.0,126.0,17.872340425531913
50063,2660.0,102.0,3.8345864661654137
50064,91.0,11.0,12.087912087912088
50065,596.0,209.0,35.06711409395973
50066,251.0,5.0,1.9920318725099602
50067,231.0,30.0,12.987012987012987
50068,222.0,36.0,16.216216216216218
50069,1048.0,36.0,3.435114503816794
50070,1504.0,89.0,5.917553191489362
50071,972.0,64.0,6.584362139917696
50072,2315.0,128.0,5.529157667386609
50073,1271.0,162.0,12.745869394177813
50074,454.0,30.0,6.607929515418502
50075,884.0,46.0,5.203619909502263
50076,1561.0,191.0,12.235746316463805
50078,148.0,21.0,14.18918918918919
50101,44.0,2.0,4.545454545454546
50102,91.0,15.0,16.483516483516482
50103,410.0,94.0,22.926829268292682
50104,79.0,1.0,1.2658227848101267
50105,1197.0,104.0,8.688387635756056
50106,984.0,76.0,7.723577235772358
50107,1258.0,222.0,17.647058823529413
50108,410.0,100.0,24.390243902439025
50109,3086.0,190.0,6.156837329876863
50111,13068.0,430.0,3.290480563207836
50112,11442.0,1170.0,10.225485055060304
50115,2683.0,333.0,12.41147968691763
50116,348.0,63.0,18.103448275862068
50117,93.0,38.0,40.86021505376344
50118,1018.0,78.0,7.662082514734774
50119,447.0,73.0,16.33109619686801
50120,288.0,9.0,3.125
50122,1299.0,68.0,5.234795996920708
50123,667.0,54.0,8.095952023988007
50124,4048.0,328.0,8.102766798418973
50125,20028.0,1605.0,8.013780707010186
50126,6931.0,457.0,6.593565142115135
50127,16.0,0.0,0.0
50128,356.0,18.0,5.056179775280899
50129,4928.0,403.0,8.17775974025974
50130,1631.0,89.0,5.456774984671981
50131,20492.0,945.0,4.611555729065001
50132,213.0,16.0,7.511737089201878
50133,400.0,82.0,20.5
50134,597.0,19.0,3.1825795644891124
50135,1617.0,110.0,6.802721088435374
50136,430.0,52.0,12.093023255813954
50138,11161.0,1289.0,11.549144341904848
50139,1402.0,137.0,9.771754636233952
50140,3167.0,594.0,18.755920429428482
50141,609.0,21.0,3.4482758620689653
50142,961.0,99.0,10.301768990634756
50143,728.0,13.0,1.7857142857142858
50144,2653.0,304.0,11.458725970599321
50146,367.0,15.0,4.087193460490464
50147,382.0,57.0,14.921465968586388
50148,419.0,75.0,17.899761336515514
50149,974.0,79.0,8.11088295687885
50150,933.0,85.0,9.110396570203644
50151,577.0,43.0,7.452339688041595
50153,805.0,29.0,3.6024844720496896
50154,347.0,36.0,10.37463976945245
50155,292.0,31.0,10.616438356164384
50156,4526.0,209.0,4.617764030048608
50157,931.0,40.0,4.296455424274973
50158,31221.0,3880.0,12.427532750392364
50160,447.0,71.0,15.883668903803132
50161,1852.0,90.0,4.859611231101512
50162,1257.0,36.0,2.863961813842482
50163,809.0,143.0,17.676143386897404
50164,564.0,51.0,9.042553191489361
50165,124.0,10.0,8.064516129032258
50166,1552.0,67.0,4.31701030927835
50167,532.0,41.0,7.706766917293233
50168,727.0,17.0,2.33837689133425
50169,3118.0,191.0,6.125721616420782
50170,2717.0,170.0,6.256900993743099
50171,2629.0,253.0,9.623430962343097
50173,770.0,99.0,12.857142857142858
50174,1390.0,190.0,13.66906474820144
50201,8262.0,817.0,9.888646816751391
50206,496.0,84.0,16.93548387096774
50207,2252.0,215.0,9.547069271758437
50208,20716.0,1982.0,9.567484070283838
50210,1492.0,52.0,3.485254691689008
50211,12339.0,376.0,3.0472485614717564
50212,3139.0,234.0,7.454603376871615
50213,6830.0,1033.0,15.124450951683748
50214,1084.0,0.0,0.0
50216,2437.0,158.0,6.483381206401313
50217,602.0,60.0,9.966777408637874
50218,175.0,21.0,12.0
50219,13696.0,694.0,5.0671728971962615
50220,8877.0,1273.0,14.340430325560437
50222,504.0,26.0,5.158730158730159
50223,500.0,62.0,12.4
50225,2757.0,270.0,9.793253536452665
50226,6249.0,172.0,2.752440390462474
50227,32.0,0.0,0.0
50228,2772.0,251.0,9.054834054834055
50229,878.0,10.0,1.1389521640091116
50230,1050.0,51.0,4.857142857142857
50231,188.0,39.0,20.74468085106383
50232,446.0,31.0,6.95067264573991
50233,1481.0,89.0,6.009453072248481
50234,581.0,43.0,7.401032702237521
50235,405.0,48.0,11.851851851851851
50236,1610.0,100.0,6.211180124223603
50237,3332.0,132.0,3.9615846338535414
50238,1337.0,109.0,8.152580403889305
50239,77.0,12.0,15.584415584415584
50240,2874.0,155.0,5.393180236604036
50242,552.0,128.0,23.18840579710145
50243,218.0,18.0,8.256880733944953
50244,1910.0,79.0,4.136125654450262
50246,642.0,41.0,6.386292834890965
50247,2377.0,80.0,3.3655868742111905
50248,4425.0,398.0,8.994350282485875
50249,1205.0,62.0,5.145228215767635
50250,2322.0,255.0,10.981912144702843
50251,1339.0,137.0,10.231516056758775
50252,211.0,34.0,16.113744075829384
50254,266.0,12.0,4.511278195488722
50255,69.0,1.0,1.4492753623188406
50256,534.0,45.0,8.426966292134832
50257,1080.0,72.0,6.666666666666667
50258,1076.0,97.0,9.014869888475836
50261,2626.0,100.0,3.808073115003808
50262,429.0,18.0,4.195804195804196
50263,21811.0,660.0,3.025996057035441
50264,386.0,102.0,26.424870466321245
50265,31599.0,1931.0,6.110952878255641
50266,28785.0,1964.0,6.8229980892826125
50268,948.0,122.0,12.869198312236287
50271,605.0,63.0,10.413223140495868
50272,135.0,7.0,5.185185185185185
50273,8290.0,723.0,8.721351025331725
50274,277.0,6.0,2.1660649819494586
50275,641.0,120.0,18.720748829953198
50276,3085.0,348.0,11.280388978930308
50277,476.0,32.0,6.722689075630252
50278,768.0,87.0,11.328125
50309,6160.0,1356.0,22.01298701298701
50310,31917.0,3974.0,12.451044897703419
50311,15672.0,3273.0,20.8843797856049
50312,16212.0,1518.0,9.363434492968171
50313,18858.0,2994.0,15.876551065860642
50314,12067.0,3632.0,30.098616060329825
50315,35051.0,6319.0,18.028016319077913
50316,17208.0,3207.0,18.636680613668062
50317,37963.0,6261.0,16.492374153781313
50319,0.0,0.0,
50320,22063.0,3802.0,17.232470652223178
50321,9320.0,1707.0,18.315450643776824
50322,31016.0,2756.0,8.885736394119164
50323,13634.0,207.0,1.5182631656153733
50324,4990.0,552.0,11.062124248496994
50325,16889.0,967.0,5.7256202261827225
50327,11281.0,539.0,4.777945217622551
50401,29040.0,3463.0,11.924931129476583
50420,385.0,87.0,22.5974025974026
50421,3290.0,390.0,11.854103343465045
50423,2717.0,205.0,7.545086492454914
50424,1438.0,88.0,6.119610570236439
50426,50.0,6.0,12.0
50428,9498.0,981.0,10.32849020846494
50430,459.0,35.0,7.625272331154684
50431,213.0,7.0,3.2863849765258215
50432,235.0,49.0,20.851063829787233
50433,208.0,5.0,2.4038461538461537
50434,402.0,10.0,2.487562189054726
50435,667.0,33.0,4.94752623688156
50436,5939.0,537.0,9.041926250210473
50438,4164.0,249.0,5.979827089337176
50439,171.0,42.0,24.56140350877193
50440,601.0,44.0,7.321131447587354
50441,5420.0,935.0,17.25092250922509
50444,394.0,24.0,6.091370558375634
50446,521.0,20.0,3.838771593090211
50447,1147.0,161.0,14.036617262423714
50448,778.0,74.0,9.511568123393316
50449,708.0,132.0,18.64406779661017
50450,2671.0,258.0,9.659303631598652
50451,475.0,50.0,10.526315789473685
50452,795.0,167.0,21.0062893081761
50453,511.0,8.0,1.5655577299412915
50454,66.0,0.0,0.0
50455,654.0,13.0,1.9877675840978593
50456,1805.0,226.0,12.520775623268698
50457,361.0,48.0,13.296398891966758
50458,2139.0,183.0,8.55539971949509
50459,2838.0,343.0,12.085976039464411
50460,420.0,39.0,9.285714285714286
50461,5660.0,442.0,7.809187279151944
50464,560.0,38.0,6.785714285714286
50465,171.0,54.0,31.57894736842105
50466,1629.0,152.0,9.330877839165131
50467,91.0,10.0,10.989010989010989
50468,1414.0,76.0,5.374823196605375
50469,1537.0,81.0,5.270006506180872
50470,270.0,38.0,14.074074074074074
50471,635.0,84.0,13.228346456692913
50472,2180.0,182.0,8.34862385321101
50473,403.0,41.0,10.173697270471465
50475,1604.0,187.0,11.658354114713218
50476,751.0,69.0,9.18774966711052
50477,261.0,36.0,13.793103448275861
50478,764.0,87.0,11.387434554973822
50479,569.0,82.0,14.411247803163445
50480,894.0,94.0,10.51454138702461
50482,843.0,25.0,2.965599051008304
50483,654.0,48.0,7.339449541284404
50484,401.0,61.0,15.211970074812967
50501,28211.0,4427.0,15.692460387791996
50510,1028.0,92.0,8.949416342412452
50511,7242.0,498.0,6.876553438276719
50514,1463.0,138.0,9.432672590567327
50515,234.0,69.0,29.487179487179485
50516,653.0,27.0,4.134762633996937
50517,982.0,97.0,9.877800407331975
50518,443.0,93.0,20.993227990970656
50519,735.0,147.0,20.0
50520,80.0,4.0,5.0
50521,253.0,108.0,42.687747035573125
50522,840.0,158.0,18.80952380952381
50523,651.0,123.0,18.89400921658986
50524,610.0,24.0,3.9344262295081966
50525,3414.0,581.0,17.01816051552431
50527,287.0,12.0,4.181184668989547
50528,339.0,7.0,2.0648967551622417
50529,751.0,53.0,7.057256990679095
50530,1181.0,121.0,10.245554614733276
50531,235.0,21.0,8.936170212765957
50532,893.0,219.0,24.52407614781635
50533,3864.0,426.0,11.024844720496894
50535,1017.0,159.0,15.634218289085545
50536,4526.0,151.0,3.336279275298277
50538,496.0,69.0,13.911290322580646
50539,608.0,97.0,15.953947368421053
50540,882.0,77.0,8.73015873015873
50541,780.0,61.0,7.82051282051282
50542,830.0,68.0,8.19277108433735
50543,1426.0,134.0,9.396914446002805
50544,419.0,44.0,10.501193317422434
50545,236.0,80.0,33.898305084745765
50546,296.0,97.0,32.770270270270274
50548,5597.0,687.0,12.274432731820617
50551,120.0,2.0,1.6666666666666667
50554,1675.0,231.0,13.791044776119403
50556,300.0,12.0,4.0
50557,731.0,57.0,7.7975376196990425
50558,719.0,105.0,14.603616133518775
50559,302.0,44.0,14.56953642384106
50560,528.0,98.0,18.560606060606062
50561,381.0,60.0,15.748031496062993
50562,382.0,53.0,13.87434554973822
50563,2607.0,285.0,10.93210586881473
50565,430.0,95.0,22.093023255813954
50566,444.0,67.0,15.09009009009009
50567,289.0,38.0,13.14878892733564
50568,1580.0,187.0,11.835443037974683
50569,656.0,78.0,11.890243902439025
50570,210.0,22.0,10.476190476190476
50571,393.0,38.0,9.669211195928753
50573,39.0,0.0,0.0
50574,2015.0,268.0,13.300248138957816
50575,1183.0,217.0,18.34319526627219
50576,357.0,11.0,3.081232492997199
50577,430.0,37.0,8.604651162790697
50578,626.0,97.0,15.495207667731629
50579,2596.0,288.0,11.093990755007704
50581,945.0,114.0,12.063492063492063
50582,283.0,28.0,9.89399293286219
50583,2877.0,236.0,8.202989224887036
50585,1254.0,172.0,13.716108452950559
50586,289.0,26.0,8.996539792387543
50588,12747.0,1844.0,14.46614889777987
50590,886.0,205.0,23.13769751693002
50591,421.0,36.0,8.551068883610451
50593,67.0,23.0,34.32835820895522
50594,204.0,11.0,5.392156862745098
50595,9134.0,981.0,10.740091964090212
50597,1208.0,124.0,10.264900662251655
50598,796.0,51.0,6.407035175879397
50599,397.0,13.0,3.27455919395466
50601,2497.0,247.0,9.891870244293152
50602,1724.0,133.0,7.7146171693735495
50603,680.0,27.0,3.9705882352941178
50604,1746.0,175.0,10.02290950744559
50605,271.0,19.0,7.011070110701107
50606,778.0,119.0,15.295629820051413
50607,513.0,115.0,22.417153996101366
50609,458.0,11.0,2.4017467248908297
50611,395.0,64.0,16.20253164556962
50612,328.0,0.0,0.0
50613,44164.0,7298.0,16.524771306946835
50616,10456.0,2132.0,20.390206579954093
50619,2391.0,235.0,9.828523630280218
50620,50.0,17.0,34.0
50621,1531.0,111.0,7.250163291966035
50622,3492.0,270.0,7.731958762886598
50624,1767.0,56.0,3.1692133559705717
50625,1008.0,175.0,17.36111111111111
50626,1865.0,90.0,4.825737265415549
50627,3272.0,236.0,7.212713936430318
50628,1219.0,202.0,16.570959803117308
50629,2242.0,247.0,11.016949152542374
50630,2026.0,135.0,6.663376110562685
50632,965.0,55.0,5.699481865284974
50633,356.0,38.0,10.674157303370787
50634,716.0,84.0,11.731843575418994
50635,1739.0,141.0,8.108108108108109
50636,1647.0,247.0,14.996964177292046
50638,3422.0,212.0,6.19520748100526
50641,1775.0,255.0,14.366197183098592
50642,510.0,22.0,4.313725490196078
50643,2610.0,31.0,1.1877394636015326
50644,8898.0,579.0,6.50708024275118
50645,993.0,84.0,8.459214501510575
50647,1777.0,48.0,2.7011817670230727
50648,4586.0,178.0,3.881378107283035
50650,820.0,149.0,18.170731707317074
50651,3589.0,312.0,8.693229311786013
50652,72.0,13.0,18.055555555555557
50653,630.0,40.0,6.349206349206349
50654,454.0,39.0,8.590308370044053
50655,695.0,87.0,12.517985611510792
50658,2377.0,128.0,5.384938998737905
50659,5310.0,458.0,8.625235404896422
50660,1323.0,60.0,4.535147392290249
50662,6859.0,888.0,12.946493657967634
50664,67.0,19.0,28.35820895522388
50665,2976.0,237.0,7.963709677419355
50666,1177.0,60.0,5.097706032285472
50667,770.0,54.0,7.012987012987013
50668,1228.0,130.0,10.586319218241043
50669,2398.0,148.0,6.171809841534612
50670,2085.0,131.0,6.2829736211031175
50671,182.0,10.0,5.4945054945054945
50672,575.0,37.0,6.434782608695652
50673,163.0,19.0,11.656441717791411
50674,3507.0,277.0,7.89848873681209
50675,2328.0,141.0,6.056701030927835
50676,2104.0,217.0,10.313688212927756
