Zip Code,Population,Poverty Count,Total Poverty Rate (%)
50001,781.0,18.0,2.3047375160051216
50002,1355.0,156.0,11.512915129151292
50003,7034.0,398.0,5.658231447256184
50005,690.0,29.0,4.202898550724638
50006,1427.0,125.0,8.759635599159076
50007,681.0,3.0,0.44052863436123346
50008,880.0,106.0,12.045454545454545
50009,17083.0,989.0,5.789381256219634
50010,30493.0,6705.0,21.98865313350605
50011,1941.0,0.0,0.0
50012,3917.0,4.0,0.10211896859841715
50014,28398.0,9374.0,33.009366856820904
50020,1347.0,153.0,11.35857461024499
50021,23435.0,1646.0,7.023682526136121
50022,8117.0,1006.0,12.393741530121966
50023,29895.0,1578.0,5.278474661314601
50025,3176.0,278.0,8.753148614609572
50026,722.0,193.0,26.73130193905817
50027,297.0,90.0,30.303030303030305
50028,1523.0,105.0,6.894287590282337
50029,686.0,124.0,18.075801749271136
50032,267.0,16.0,5.992509363295881
50033,23.0,3.0,13.043478260869565
50034,354.0,6.0,1.694915254237288
50035,5639.0,342.0,6.064905125022167
50036,16206.0,1715.0,10.582500308527706
50038,105.0,37.0,35.23809523809524
50039,537.0,69.0,12.849162011173185
50041,57.0,0.0,0.0
50042,324.0,42.0,12.962962962962964
50044,1052.0,103.0,9.790874524714829
50046,1318.0,58.0,4.400606980273142
50047,5584.0,433.0,7.754297994269341
50048,754.0,111.0,14.721485411140584
50049,6602.0,1018.0,15.419569827325054
50050,607.0,72.0,11.86161449752883
50051,377.0,4.0,1.0610079575596818
50052,188.0,23.0,12.23404255319149
50054,3255.0,417.0,12.811059907834101
50055,899.0,91.0,10.122358175750835
50056,1349.0,110.0,8.15418828762046
50057,301.0,0.0,0.0
50058,2057.0,261.0,12.688381137578999
50060,2249.0,246.0,10.938194753223655
50061,1628.0,1.0,0.06142506142506143
50062,599.0,123.0,20.534223706176963
50063,2825.0,53.0,1.8761061946902655
50064,100.0,21.0,21.0
50065,568.0,165.0,29.049295774647888
50066,349.0,89.0,25.501432664756447
50067,292.0,35.0,11.986301369863014
50068,369.0,38.0,10.29810298102981
50069,1239.0,123.0,9.927360774818402
50070,1508.0,59.0,3.9124668435013263
50071,822.0,69.0,8.394160583941606
50072,2850.0,161.0,5.649122807017544
50073,1069.0,88.0,8.23199251637044
50074,328.0,74.0,22.5609756097561
50075,845.0,44.0,5.207100591715976
50076,1502.0,156.0,10.386151797603196
50078,108.0,18.0,16.666666666666668
50101,88.0,2.0,2.272727272727273
50102,36.0,7.0,19.444444444444443
50103,434.0,79.0,18.202764976958527
50104,125.0,9.0,7.2
50105,1501.0,146.0,9.726848767488342
50106,1042.0,122.0,11.708253358925145
50107,1178.0,275.0,23.3446519524618
50108,433.0,93.0,21.478060046189377
50109,2966.0,172.0,5.799055967633176
50111,10681.0,245.0,2.293792716037824
50112,11877.0,1107.0,9.320535488759788
50115,2613.0,336.0,12.85878300803674
50116,217.0,18.0,8.294930875576037
50117,176.0,13.0,7.386363636363637
50118,924.0,55.0,5.9523809523809526
50119,524.0,67.0,12.786259541984732
50120,310.0,12.0,3.870967741935484
50122,1554.0,46.0,2.9601029601029603
50123,876.0,97.0,11.073059360730594
50124,3700.0,281.0,7.594594594594595
50125,19384.0,1496.0,7.717705323978539
50126,7078.0,632.0,8.929076010172365
50127,17.0,0.0,0.0
