State,County,Population,Poverty Count,Total Poverty Rate (%)
 Iowa,Adair County,7330.0,687.0,9.37244201909959
 Iowa,Adams County,3822.0,368.0,9.628466771323914
 Iowa,Allamakee County,14001.0,1388.0,9.913577601599886
 Iowa,Appanoose County,12602.0,1998.0,15.854626249801619
 Iowa,Audubon County,5793.0,651.0,11.237700673226307
 Iowa,Benton County,25720.0,2324.0,9.035769828926906
 Iowa,Black Hawk County,132821.0,19605.0,14.760467094811814
 Iowa,Boone County,26411.0,2659.0,10.06777479080686
 Iowa,Bremer County,24663.0,1677.0,6.799659408831042
 Iowa,Buchanan County,21031.0,1905.0,9.058057153725454
 Iowa,Buena Vista County,20445.0,2575.0,12.594766446563952
 Iowa,Butler County,14933.0,1289.0,8.631889104667515
 Iowa,Calhoun County,9876.0,1364.0,13.81125961927906
 Iowa,Carroll County,20555.0,1899.0,9.238628071028947
 Iowa,Cass County,13433.0,1985.0,14.777041613935829
 Iowa,Cedar County,18389.0,1162.0,6.318995051389417
 Iowa,Cerro Gordo County,43303.0,5422.0,12.521072443017804
 Iowa,Cherokee County,11752.0,1321.0,11.240639891082369
 Iowa,Chickasaw County,12164.0,1073.0,8.821111476487998
 Iowa,Clarke County,9273.0,1454.0,15.679930982422086
 Iowa,Clay County,16478.0,1907.0,11.573006432819517
 Iowa,Clayton County,17735.0,1841.0,10.380603326755004
 Iowa,Clinton County,47972.0,6405.0,13.351538397398482
 Iowa,Crawford County,17147.0,3681.0,21.467312066250656
 Iowa,Dallas County,78074.0,4424.0,5.666419038348233
 Iowa,Davis County,8768.0,1617.0,18.44206204379562
 Iowa,Decatur County,8210.0,1552.0,18.90377588306943
 Iowa,Delaware County,17445.0,1645.0,9.42963599885354
 Iowa,Des Moines County,40114.0,6574.0,16.388293363912847
 Iowa,Dickinson County,17046.0,1153.0,6.7640502170597205
 Iowa,Dubuque County,96359.0,11616.0,12.054919623491319
 Iowa,Emmet County,9820.0,1223.0,12.45417515274949
 Iowa,Fayette County,20391.0,2581.0,12.657544995341082
 Iowa,Floyd County,16004.0,2219.0,13.86528367908023
 Iowa,Franklin County,10393.0,1509.0,14.519388049648802
 Iowa,Fremont County,7019.0,713.0,10.158142185496509
 Iowa,Greene County,9083.0,950.0,10.459099416492348
 Iowa,Grundy County,12373.0,722.0,5.835286510951265
 Iowa,Guthrie County,10691.0,1116.0,10.438686745861004
 Iowa,Hamilton County,15227.0,1612.0,10.586458264924149
 Iowa,Hancock County,11006.0,1026.0,9.32218789751045
 Iowa,Hardin County,17324.0,1328.0,7.665666127915031
 Iowa,Harrison County,14335.0,1474.0,10.282525287757238
 Iowa,Henry County,19941.0,2508.0,12.57710245223409
 Iowa,Howard County,9430.0,1063.0,11.27253446447508
 Iowa,Humboldt County,9607.0,1286.0,13.38607265535547
 Iowa,Ida County,7041.0,760.0,10.793921317994602
 Iowa,Iowa County,16326.0,1575.0,9.647188533627343
 Iowa,Jackson County,19529.0,2653.0,13.584924983358082
 Iowa,Jasper County,36715.0,3227.0,8.78932316491897
 Iowa,Jefferson County,17662.0,2504.0,14.177329860717926
 Iowa,Johnson County,142006.0,23911.0,16.838020928693155
 Iowa,Jones County,20481.0,2034.0,9.931155705287829
 Iowa,Keokuk County,10234.0,1296.0,12.663670119210474
 Iowa,Kossuth County,15226.0,1454.0,9.54945487981085
 Iowa,Lee County,35172.0,5615.0,15.964403502786308
 Iowa,Linn County,218076.0,19912.0,9.130761752783433
 Iowa,Louisa County,11251.0,1392.0,12.3722335792374
 Iowa,Lucas County,8700.0,910.0,10.459770114942529
 Iowa,Lyon County,11730.0,675.0,5.754475703324808
 Iowa,Madison County,15661.0,1054.0,6.730093863737948
 Iowa,Mahaska County,22324.0,3010.0,13.483246729976706
 Iowa,Marion County,33197.0,3108.0,9.362291773353014
 Iowa,Marshall County,40735.0,4267.0,10.475021480299496
 Iowa,Mills County,14841.0,1203.0,8.105922781483727
 Iowa,Mitchell County,10757.0,970.0,9.017384029004369
 Iowa,Monona County,9013.0,1273.0,14.124043048929325
 Iowa,Monroe County,7964.0,1032.0,12.958312405826218
 Iowa,Montgomery County,10380.0,1529.0,14.730250481695569
 Iowa,Muscatine County,42949.0,4802.0,11.180702693892757
 Iowa,O'Brien County,14055.0,1278.0,9.092849519743863
 Iowa,Osceola County,6154.0,631.0,10.253493662658434
 Iowa,Page County,15552.0,2193.0,14.10108024691358
 Iowa,Palo Alto County,9155.0,797.0,8.705625341343529
 Iowa,Plymouth County,24972.0,2111.0,8.453467884030113
 Iowa,Pocahontas County,7061.0,885.0,12.533635462399094
 Iowa,Polk County,459159.0,55972.0,12.190112793171863
 Iowa,Pottawattamie County,93198.0,10668.0,11.446597566471384
 Iowa,Poweshiek County,18622.0,1687.0,9.059177317151756
 Iowa,Ringgold County,5054.0,533.0,10.546102097348635
 Iowa,Sac County,10034.0,997.0,9.936216862666932
 Iowa,Scott County,171116.0,20413.0,11.929334486547138
 Iowa,Shelby County,11944.0,1174.0,9.829202947086403
 Iowa,Sioux County,34621.0,2444.0,7.059299269229658
 Iowa,Story County,94834.0,19039.0,20.076133032456713
 Iowa,Tama County,17423.0,2195.0,12.598289617172703
 Iowa,Taylor County,6209.0,802.0,12.916733773554517
 Iowa,Union County,12539.0,1585.0,12.640561448281362
 Iowa,Van Buren County,7380.0,1060.0,14.363143631436314
 Iowa,Wapello County,35242.0,6033.0,17.11877872992452
 Iowa,Warren County,48170.0,3402.0,7.062487025119369
 Iowa,Washington County,22115.0,1947.0,8.803979199638254
 Iowa,Wayne County,6403.0,924.0,14.430735592690926
 Iowa,Webster County,37050.0,5362.0,14.472334682860998
 Iowa,Winnebago County,10580.0,1023.0,9.669187145557656
 Iowa,Winneshiek County,20789.0,1472.0,7.080667660782145
 Iowa,Woodbury County,102426.0,14084.0,13.750414933708239
 Iowa,Worth County,7562.0,775.0,10.248611478444856
 Iowa,Wright County,12891.0,1625.0,12.60569389496548
