State,County,Population,Poverty Count,Total Poverty Rate (%)
 Iowa,Jackson County,19572.0,2343.0,11.971183323114653
 Iowa,Jasper County,36726.0,3342.0,9.099820290802157
 Iowa,Jefferson County,17318.0,2311.0,13.344497055087192
 Iowa,Johnson County,139436.0,23537.0,16.88014572994062
 Iowa,Jones County,20560.0,1950.0,9.48443579766537
 Iowa,Keokuk County,10291.0,1374.0,13.351472160139927
 Iowa,Kossuth County,15280.0,1357.0,8.88089005235602
 Iowa,Lee County,35369.0,5791.0,16.373095083265007
 Iowa,Linn County,216640.0,20747.0,9.576717134416544
 Iowa,Louisa County,11271.0,1357.0,12.039748025907196
 Iowa,Lucas County,8731.0,1126.0,12.896575420913985
 Iowa,Lyon County,11723.0,843.0,7.1909920668770795
 Iowa,Madison County,15644.0,1164.0,7.440552288417285
 Iowa,Mahaska County,22396.0,3206.0,14.315056260046436
 Iowa,Marion County,33248.0,3124.0,9.396053897978826
 Iowa,Marshall County,40962.0,4429.0,10.812460329085495
 Iowa,Mills County,14862.0,1300.0,8.747140357959898
 Iowa,Mitchell County,10762.0,1005.0,9.33841293439881
 Iowa,Monona County,9088.0,1233.0,13.567341549295774
 Iowa,Monroe County,8002.0,944.0,11.79705073731567
 Iowa,Montgomery County,10465.0,1717.0,16.407071189679886
 Iowa,Muscatine County,42913.0,5219.0,12.161815766783958
 Iowa,O'Brien County,14092.0,1013.0,7.188475730911155
 Iowa,Osceola County,6211.0,521.0,8.388343261954597
 Iowa,Page County,15660.0,2262.0,14.444444444444445
 Iowa,Palo Alto County,9208.0,948.0,10.295395308427455
 Iowa,Plymouth County,24853.0,1907.0,7.673117933448678
 Iowa,Pocahontas County,7127.0,987.0,13.848744212150976
 Iowa,Polk County,452369.0,57143.0,12.631944275580334
 Iowa,Pottawattamie County,93213.0,11779.0,12.636649394397777
 Iowa,Poweshiek County,18705.0,1767.0,9.446672012830794
 Iowa,Ringgold County,5061.0,514.0,10.156095633274056
 Iowa,Sac County,10101.0,805.0,7.969507969507969
 Iowa,Scott County,169994.0,20229.0,11.899831758767956
 Iowa,Shelby County,11992.0,1307.0,10.898932621747832
 Iowa,Sioux County,34509.0,2663.0,7.716827494276855
 Iowa,Story County,93586.0,19109.0,20.418652362532857
 Iowa,Tama County,17479.0,1919.0,10.978888952457234
 Iowa,Taylor County,6213.0,860.0,13.841944310317077
 Iowa,Union County,12575.0,1676.0,13.328031809145129
 Iowa,Van Buren County,7432.0,1095.0,14.733584499461786
 Iowa,Wapello County,35315.0,6399.0,18.119779130681014
 Iowa,Warren County,47542.0,3124.0,6.571031929662193
 Iowa,Washington County,22017.0,2013.0,9.142935004769042
 Iowa,Wayne County,6384.0,834.0,13.063909774436091
 Iowa,Webster County,37295.0,5210.0,13.969701032309962
 Iowa,Winnebago County,10614.0,995.0,9.3744111550782
 Iowa,Winneshiek County,20884.0,1507.0,7.216050565025857
 Iowa,Woodbury County,102530.0,14557.0,14.197795767092558
 Iowa,Worth County,7563.0,887.0,11.728150204945127
 Iowa,Wright County,12936.0,1412.0,10.915275200989488
