State,County,Population,Poverty Count,Total Poverty Rate (%)
 Iowa,Jefferson County,16800.0,1895.0,11.279761904761905
 Iowa,Johnson County,134034.0,22300.0,16.637569571899668
 Iowa,Jones County,20637.0,1587.0,7.690071231283617
 Iowa,Keokuk County,10428.0,1348.0,12.926735711545838
 Iowa,Kossuth County,15437.0,1315.0,8.518494526138499
 Iowa,Lee County,35736.0,5262.0,14.724647414372061
 Iowa,Linn County,213425.0,20222.0,9.474991214712428
 Iowa,Louisa County,11348.0,1363.0,12.010927035600988
 Iowa,Lucas County,8840.0,1469.0,16.61764705882353
 Iowa,Lyon County,11659.0,916.0,7.856591474397461
 Iowa,Madison County,15606.0,1359.0,8.708189158016147
 Iowa,Mahaska County,22428.0,3462.0,15.436062065275548
 Iowa,Marion County,33318.0,2923.0,8.773035596374331
 Iowa,Marshall County,40800.0,4810.0,11.78921568627451
 Iowa,Mills County,14983.0,1026.0,6.847760795568311
 Iowa,Mitchell County,10739.0,746.0,6.946643076636558
 Iowa,Monona County,9208.0,806.0,8.753258036490008
 Iowa,Monroe County,8010.0,924.0,11.535580524344569
 Iowa,Montgomery County,10625.0,1670.0,15.717647058823529
 Iowa,Muscatine County,42798.0,6049.0,14.133838029814477
 Iowa,O'Brien County,14249.0,1568.0,11.004281002175592
 Iowa,Osceola County,6335.0,536.0,8.460931333859511
 Iowa,Page County,15838.0,2038.0,12.86778633665867
 Iowa,Palo Alto County,9352.0,824.0,8.810949529512405
 Iowa,Plymouth County,24923.0,1571.0,6.303414516711471
 Iowa,Pocahontas County,7243.0,1002.0,13.834046665746238
 Iowa,Polk County,438307.0,50853.0,11.602141877724973
 Iowa,Pottawattamie County,92962.0,12468.0,13.411931757062025
 Iowa,Poweshiek County,18804.0,2184.0,11.614550095724313
 Iowa,Ringgold County,5107.0,651.0,12.74720971215978
 Iowa,Sac County,10227.0,868.0,8.487337440109513
 Iowa,Scott County,167080.0,21446.0,12.835767297103184
 Iowa,Shelby County,12088.0,1274.0,10.539377895433487
 Iowa,Sioux County,34050.0,2592.0,7.612334801762114
 Iowa,Story County,90750.0,17250.0,19.00826446280992
 Iowa,Tama County,17661.0,1969.0,11.148859068002944
 Iowa,Taylor County,6256.0,884.0,14.130434782608695
 Iowa,Union County,12547.0,1974.0,15.732844504662468
 Iowa,Van Buren County,7517.0,1224.0,16.28309165890648
 Iowa,Wapello County,35469.0,6582.0,18.55704981815106
 Iowa,Warren County,46631.0,3258.0,6.986768458750617
 Iowa,Washington County,21834.0,2089.0,9.567646789411011
 Iowa,Wayne County,6382.0,774.0,12.127859605139454
 Iowa,Webster County,37626.0,5574.0,14.814224206665603
 Iowa,Winnebago County,10732.0,1162.0,10.827431979127843
 Iowa,Winneshiek County,21038.0,1568.0,7.453179960072251
 Iowa,Woodbury County,102155.0,15532.0,15.204346336449513
 Iowa,Worth County,7562.0,856.0,11.31975667812748
 Iowa,Wright County,13092.0,1418.0,10.831041857622976
