State,County,Total Poverty Rate (%),White Poverty Rate (%),Black Poverty Rate (%),Asian Poverty Rate (%),Hispanic Poverty Rate (%)
 Iowa,Ida County,10.793921317994602,10.467263172844767,0.0142025280499929,0.0,0.710126402499645
 Iowa,Iowa County,9.647188533627343,8.624280289109397,0.11637878231042509,0.04287639348278819,0.24500796275878967
 Iowa,Jackson County,13.584924983358082,12.63249526345435,0.15873828665062215,0.21506477546213323,0.6912796354139997
 Iowa,Jasper County,8.78932316491897,7.906850061282855,0.13890780335012937,0.010894729674519951,0.5147759771210677
 Iowa,Jefferson County,14.177329860717926,10.044162608991055,2.700713395991394,1.2229645566753482,1.0531083682482165
 Iowa,Johnson County,16.838020928693155,11.622044138980042,2.346379730433925,1.65838063180429,1.4147289551145725
 Iowa,Jones County,9.931155705287829,8.974171183047703,0.24901127874615497,0.3857233533518871,0.15135979688491774
 Iowa,Keokuk County,12.663670119210474,12.438929059996092,0.0,0.0,0.293140512018761
 Iowa,Kossuth County,9.54945487981085,8.603704190200972,0.026270852489163273,0.3546565086037042,0.6042296072507553
 Iowa,Lee County,15.964403502786308,14.079381326054817,0.5913795064255658,0.04833390196747413,0.3383373137723189
 Iowa,Linn County,9.130761752783433,7.012234266952805,1.311010840257525,0.08529136631266164,0.6002494543186779
 Iowa,Louisa County,12.3722335792374,10.905697271353658,0.3021953604124078,0.8799217847302462,3.9729801795395967
 Iowa,Lucas County,10.459770114942529,9.517241379310345,0.0,0.0,0.0
 Iowa,Lyon County,5.754475703324808,5.319693094629156,0.0,0.03410059676044331,0.3154305200341006
 Iowa,Madison County,6.730093863737948,6.244811953259689,0.22987037864759594,0.0830087478449652,0.35119085626716046
 Iowa,Mahaska County,13.483246729976706,12.57839096936033,0.1702203906110016,0.38075613689302995,0.6450456907364271
 Iowa,Marion County,9.362291773353014,8.033858481188059,0.0933819321022984,0.1897761845949935,0.759104738379974
 Iowa,Marshall County,10.475021480299496,6.812323554682705,0.48115870872713884,0.5989934945378667,3.812446299251258
 Iowa,Mills County,8.105922781483727,7.3512566538642945,0.0,0.0,0.06738090425173505
 Iowa,Mitchell County,9.017384029004369,8.664125685600075,0.0,0.0,0.05577763316909919
 Iowa,Monona County,14.124043048929325,13.303006768001776,0.0,0.0,0.355042716076778
 Iowa,Monroe County,12.958312405826218,12.945755901557007,0.0,0.0,1.9588146659969865
 Iowa,Montgomery County,14.730250481695569,13.71868978805395,0.0,0.0,0.953757225433526
 Iowa,Muscatine County,11.180702693892757,10.05844140725046,0.5285338424643181,0.1187454888355957,2.2095974295094183
 Iowa,O'Brien County,9.092849519743863,8.16079686944148,0.064034151547492,0.1992173603699751,0.5478477410174315
 Iowa,Osceola County,10.253493662658434,9.993500162495938,0.11374715632109197,0.0,1.3487162820929477
 Iowa,Page County,14.10108024691358,13.117283950617283,0.3986625514403292,0.0,1.787551440329218
 Iowa,Palo Alto County,8.705625341343529,8.301474604041507,0.18569087930092845,0.010922992900054615,0.2293828509011469
 Iowa,Plymouth County,8.453467884030113,7.051898125901009,0.06807624539484222,0.12013455069678039,0.9851033157135992
 Iowa,Pocahontas County,12.533635462399094,11.131567766605297,0.0566491998300524,0.0,1.2179577963461266
 Iowa,Polk County,12.190112793171863,8.40841625667797,2.046349957204367,0.6821166524014557,2.0202152195644647
 Iowa,Pottawattamie County,11.446597566471384,10.437992231592952,0.28863280327904034,0.006437906392841048,1.5719221442520226
 Iowa,Poweshiek County,9.059177317151756,8.361078294490389,0.3060895714745999,0.12350982708624209,0.7410589625174525
 Iowa,Ringgold County,10.546102097348635,10.308666402849228,0.03957261574990107,0.03957261574990107,0.21764938662445588
 Iowa,Sac County,9.936216862666932,9.657165636834762,0.17939007374925253,0.0,0.7075941797887183
 Iowa,Scott County,11.929334486547138,8.24236190654293,2.6005750485051076,0.44005236214030247,0.8877019098155637
 Iowa,Shelby County,9.829202947086403,9.762223710649698,0.016744809109176157,0.016744809109176157,0.20093770931011387
 Iowa,Sioux County,7.059299269229658,5.707518558100575,0.017330521937552353,0.0,2.9057508448629443
 Iowa,Story County,20.076133032456713,15.648396144842566,0.7318050488221524,2.564481093278782,0.8783769534133328
 Iowa,Tama County,12.598289617172703,10.359869138495092,0.022958158755667795,0.13200941284508982,2.353211272455949
 Iowa,Taylor County,12.916733773554517,11.902077629247866,0.08052826542116283,0.0,2.5446931873087455
 Iowa,Union County,12.640561448281362,12.361432331126885,0.1196267644947763,0.0,0.11165164686179122
 Iowa,Van Buren County,14.363143631436314,13.333333333333334,0.14905149051490515,0.0,0.5691056910569106
 Iowa,Wapello County,17.11877872992452,14.247205039441575,0.7774814142216673,0.08228817887747573,2.4970206004199533
 Iowa,Warren County,7.062487025119369,6.385717251401287,0.06435540793024704,0.03944363711853851,0.3404608677600166
 Iowa,Washington County,8.803979199638254,7.922224734343206,0.2667872484738865,0.04973999547818223,0.9947999095636446
 Iowa,Wayne County,14.430735592690926,13.681086990473215,0.23426518819303452,0.06247071685147587,0.0
 Iowa,Webster County,14.472334682860998,12.224021592442645,1.435897435897436,0.0,1.6572199730094468
 Iowa,Winnebago County,9.669187145557656,8.87523629489603,0.04725897920604915,0.0,0.34026465028355385
 Iowa,Winneshiek County,7.080667660782145,6.801673962191543,0.0,0.10582519601712444,0.35595747751214585
 Iowa,Woodbury County,13.750414933708239,10.812684279382188,0.8425595063753344,0.22845761818288327,3.5518325425185013
 Iowa,Worth County,10.248611478444856,9.190690293573128,0.6612007405448294,0.0,0.5950806664903465
 Iowa,Wright County,12.60569389496548,9.975952214723451,0.031029400356838103,0.0,4.181211698083935
