State,County,Total Poverty Rate (%),White Poverty Rate (%),Black Poverty Rate (%),Asian Poverty Rate (%),Hispanic Poverty Rate (%)
 Iowa,Adair County,9.37244201909959,8.854024556616643,0.06821282401091405,0.054570259208731244,0.31377899045020463
 Iowa,Adams County,9.628466771323914,8.791208791208792,0.3663003663003663,0.0,0.23547880690737832
 Iowa,Allamakee County,9.913577601599886,9.25648167988001,0.1642739804299693,0.09285051067780872,2.1355617455896008
 Iowa,Appanoose County,15.854626249801619,15.44992858276464,0.0476114902396445,0.0,0.2936041898111411
 Iowa,Audubon County,11.237700673226307,10.685309856723633,0.0,0.1208354911099603,0.3625064733298809
 Iowa,Benton County,9.035769828926906,8.674183514774494,0.07776049766718507,0.042768273716951785,0.6920684292379471
 Iowa,Black Hawk County,14.760467094811814,10.576640742051332,3.1546216336272126,0.22812657636970057,0.7009433749181229
 Iowa,Boone County,10.06777479080686,9.34459126878952,0.32183559880352886,0.0,0.3331945022907122
 Iowa,Bremer County,6.799659408831042,6.459068239873495,0.0202732838665207,0.07298382191947451,0.3000446012245063
 Iowa,Buchanan County,9.058057153725454,8.354334078265417,0.08558794161000428,0.14740145499500737,0.3375968807950169
 Iowa,Buena Vista County,12.594766446563952,8.769870383956958,1.041819515774028,0.8755196869650281,4.162386891660553
 Iowa,Butler County,8.631889104667515,8.410902029063148,0.04017946829170294,0.0,0.17411102926404606
 Iowa,Calhoun County,13.81125961927906,13.102470635884973,0.2733900364520049,0.01012555690562981,0.4353989469420818
 Iowa,Carroll County,9.238628071028947,7.929944052541961,0.6567745074191195,0.0,0.8562393578204817
 Iowa,Cass County,14.777041613935829,14.136827216556242,0.10422094841063054,0.22333060373706543,0.6476587508374898
 Iowa,Cedar County,6.318995051389417,5.96008483332427,0.021752134428190767,0.1848931426396215,0.15770297460438307
 Iowa,Cerro Gordo County,12.521072443017804,11.685102648777221,0.3302311618132693,0.006927926471607048,1.2793570884234349
 Iowa,Cherokee County,11.240639891082369,10.457794417971408,0.16167460857726346,0.0,0.8764465622872702
 Iowa,Chickasaw County,8.821111476487998,8.262084840512989,0.2548503781650773,0.2548503781650773,0.2630713581058862
 Iowa,Clarke County,15.679930982422086,15.636794996225602,0.02156799309824221,0.02156799309824221,5.327294295265825
 Iowa,Clay County,11.573006432819517,11.360602014807622,0.0,0.04248088360237893,0.22454181332686005
 Iowa,Clayton County,10.380603326755004,10.087397800958556,0.248096983366225,0.01127713560755568,0.8119537637440091
 Iowa,Clinton County,13.351538397398482,11.527557742016176,0.931793546235304,0.17927124155757526,0.6858167264237471
 Iowa,Crawford County,21.467312066250656,17.379133376100775,1.0789059310666589,0.09331078322738671,8.112206216830932
 Iowa,Dallas County,5.666419038348233,5.22709224581807,0.06276097036145195,0.22286548658964572,0.5084919435407435
 Iowa,Davis County,18.44206204379562,18.259580291970803,0.0,0.0,0.2623175182481752
 Iowa,Decatur County,18.90377588306943,17.81973203410475,0.48721071863581,0.10962241169305725,0.6455542021924482
 Iowa,Delaware County,9.42963599885354,8.993981083404988,0.14330753797649756,0.19489825164803667,0.5732301519059902
 Iowa,Des Moines County,16.388293363912847,12.835917634740989,2.779578202123947,0.11716607668145784,1.2788552625018696
 Iowa,Dickinson County,6.7640502170597205,6.288865422973132,0.0058664789393406075,0.15252845242285581,0.09973014196879033
 Iowa,Dubuque County,12.054919623491319,9.453190672381407,1.4394088772195643,0.15359229547836736,0.8333419815481689
 Iowa,Emmet County,12.45417515274949,12.19959266802444,0.0,0.0,3.1670061099796336
 Iowa,Fayette County,12.657544995341082,11.034279829336471,0.9072630081898877,0.009808248737187976,0.8435093913981658
 Iowa,Floyd County,13.86528367908023,11.672081979505124,0.6873281679580105,0.5311172206948263,0.7060734816295926
 Iowa,Franklin County,14.519388049648802,11.3345521023766,1.0487828346002117,0.0,4.252862503608198
 Iowa,Fremont County,10.158142185496509,9.972930616896994,0.08548226243054566,0.0,0.6838580994443653
 Iowa,Greene County,10.459099416492348,10.28294616316195,0.0,0.0,0.7816800616536387
 Iowa,Grundy County,5.835286510951265,5.835286510951265,0.0,0.0,0.11314959993534308
 Iowa,Guthrie County,10.438686745861004,10.017771957721449,0.11224394350388177,0.009353661958656815,0.6454026751473202
 Iowa,Hamilton County,10.586458264924149,7.926709135088987,0.10507650883299402,1.1033033427464372,1.549878505286662
 Iowa,Hancock County,9.32218789751045,8.222787570416136,0.5451571869889151,0.0,1.2266036707250592
 Iowa,Hardin County,7.665666127915031,7.417455552990072,0.0,0.0,0.42138074347725696
 Iowa,Harrison County,10.282525287757238,10.04534356470178,0.0,0.0,0.07673526334147192
 Iowa,Henry County,12.57710245223409,10.691540043127226,0.3560503485281581,0.19557695200842484,1.3941126322651822
 Iowa,Howard County,11.27253446447508,10.731707317073171,0.19088016967126192,0.0,0.6150583244962884
 Iowa,Humboldt County,13.38607265535547,12.688664515457479,0.01040907671489539,0.0,0.7182262933277819
