,County,Date,Sale (Dollars),Volume Sold (Gallons),Population,Poverty Count,Total Poverty Rate (%)
0,Adair,2017,461558.84,9401.98,17326.0,1570.0,9.061526030243565
1,Adams,2017,87132.37,1576.56,17945.0,2510.0,13.987183059348009
2,Allamakee,2017,904283.85,19041.58,6405.0,1001.0,15.628415300546449
3,Appanoose,2017,945139.22,17566.34,13940.0,1550.0,11.119081779053085
4,Audubon,2017,129025.22,3110.78,220008.0,20280.0,9.217846623759137
5,Benton,2017,853594.13,18426.32,171493.0,20615.0,12.020898812196414
6,Black Hawk,2017,17238824.27,295564.72,80864.0,4345.0,5.3732192322912535
7,Boone,2017,2026712.78,39600.84,13944.0,1328.0,9.523809523809524
8,Bremer,2017,1892456.29,38347.93,25646.0,2182.0,8.508149419012714
9,Buchanan,2017,1321677.86,26437.07,14822.0,1369.0,9.236270408851707
10,Buena Vista,2017,1938550.65,35487.32,96571.0,11051.0,11.443393979559081
11,Butler,2017,309304.1,7245.503764,6985.0,748.0,10.708661417322835
12,Calhoun,2017,346174.81,7686.87,15201.0,1402.0,9.223077429116506
13,Carroll,2017,2478756.75,47814.7,6972.0,898.0,12.880091795754444
14,Cass,2017,779014.1,15393.72,6214.0,668.0,10.749919536530417
15,Cedar,2017,600488.82,12463.05,12497.0,1682.0,13.45923021525166
16,Cerro Gordo,2017,6551548.9,124696.29,7308.0,1014.0,13.8752052545156
17,Cherokee,2017,760370.44,15364.61,7502.0,741.0,9.877366035723806
18,Chickasaw,2017,368397.81,8116.0,4986.0,518.0,10.389089450461293
19,Clarke,2017,590767.85,11501.16,3785.0,418.0,11.043593130779392
20,Clay,2017,1580490.75,32714.39,7192.0,661.0,9.190767519466073
21,Clayton,2017,726631.32,14505.91,5711.0,614.0,10.751181929609524
22,Clinton,2017,3707478.5,70756.85,12140.0,1070.0,8.813838550247118
23,Crawford,2017,1335303.11,25258.35,9267.0,1394.0,15.04262436603
24,Dallas,2017,6711573.21,114893.07,8834.0,1196.0,13.538600860312432
25,Davis,2017,105289.65,2178.08,17000.0,1356.0,7.976470588235293
26,Decatur,2017,176982.55,3258.44,6965.0,701.0,10.064608758076092
27,Delaware,2017,1035481.65,21050.15,144425.0,24026.0,16.635624026311234
28,Des Moines,2017,3562989.47,63729.0,10223.0,1130.0,11.053506798395775
29,Dickinson,2017,4189081.39,78902.46,7912.0,846.0,10.692618806875632
30,Dubuque,2017,9572279.19,171025.05,17236.0,1968.0,11.417962404270133
31,Emmet,2017,416399.98,8798.44,35321.0,5862.0,16.596359106480566
32,Fayette,2017,1258834.25,27100.17,34692.0,2544.0,7.333102732618471
33,Floyd,2017,1282949.09,24742.38,10326.0,1586.0,15.35928723610304
34,Franklin,2017,498509.95,10496.13,9814.0,1381.0,14.071734257183616
35,Fremont,2017,48988.59,1023.94,20428.0,2053.0,10.049931466614453
36,Greene,2017,584419.28,11507.94,18368.0,984.0,5.357142857142857
37,Grundy,2017,351470.33,8071.9,43134.0,4773.0,11.065516761719294
38,Guthrie,2017,288468.26,5890.2,15904.0,2438.0,15.329476861167002
39,Hamilton,2017,963995.33,19092.94,9046.0,892.0,9.860711916869334
40,Hancock,2017,382605.04,8740.482923,17239.0,1314.0,7.6222518707581655
41,Hardin,2017,1842255.66,37058.37,11238.0,1222.0,10.873820964584446
42,Harrison,2017,343503.65,6603.76549,8600.0,828.0,9.627906976744184
43,Henry,2017,1200253.94,22705.97,11745.0,566.0,4.8190719455087265
44,Howard,2017,718058.5,15364.65,10545.0,998.0,9.464201043148412
45,Humboldt,2017,739820.18,15038.86,9110.0,618.0,6.783754116355653
46,Ida,2017,652308.07,12182.63,11772.0,1005.0,8.537206931702345
47,Iowa,2017,1180233.67,23193.56,12547.0,2108.0,16.80082888339842
48,Jackson,2017,1262540.8,25718.08605,19865.0,2255.0,11.351623458343823
49,Jasper,2017,1839911.61,36159.49448,16231.0,1555.0,9.58043250569897
50,Jefferson,2017,984324.83,16848.82,36789.0,3171.0,8.619424284432847
51,Johnson,2017,19301290.45,320315.29,15393.0,1963.0,12.752549860326123
52,Jones,2017,1310045.51,27244.05,20575.0,1455.0,7.071688942891859
53,Keokuk,2017,156906.79,3682.06,18428.0,1777.0,9.642934664640764
54,Kossuth,2017,1743506.17,35270.66,93287.0,10191.0,10.924351731752546
55,Lee,2017,3487019.16,63060.43,40476.0,4422.0,10.924992588200414
56,Linn,2017,27338206.25,487767.12,17711.0,1806.0,10.197052679125967
57,Louisa,2017,258059.21,4893.72,26381.0,2426.0,9.19601228156628
58,Lucas,2017,502100.3,9391.0,24741.0,1781.0,7.19857726041793
59,Lyon,2017,732869.5,14139.54,20369.0,2654.0,13.029603809710837
60,Madison,2017,833116.5,16631.079869999998,9321.0,1051.0,11.275614204484498
61,Mahaska,2017,1022516.83,19714.83,9661.0,1212.0,12.545285167166961
62,Marion,2017,2238576.28,41395.37,10664.0,1063.0,9.968117029257314
63,Marshall,2017,3346065.02,59606.681370000006,10971.0,976.0,8.896180840397411
64,Mills,2017,531135.92,10496.79,9586.0,1226.0,12.789484665136658
65,Mitchell,2017,468286.46,10358.76,15720.0,1132.0,7.201017811704833
66,Monona,2017,542469.12,10331.88,33127.0,2932.0,8.850786367615541
67,Monroe,2017,388982.96,7417.19,22095.0,1983.0,8.974881194840464
68,Montgomery,2017,695507.64,13428.99,12864.0,1585.0,12.321206467661689
69,Muscatine,2017,3344143.97,61299.27,13327.0,1970.0,14.782021460193592
70,O'Brien,2017,1312516.7,26846.74,11577.0,1307.0,11.28962598255161
71,Osceola,2017,258309.94,5335.17,17131.0,3136.0,18.305994979861072
72,Page,2017,1260072.08,23667.12,39876.0,5985.0,15.009027986758952
73,Palo Alto,2017,647203.0,13425.07,20139.0,2472.0,12.274690898257113
74,Plymouth,2017,1823985.39,34179.08,14196.0,1452.0,10.228233305156381
75,Pocahontas,2017,329361.88,7530.41,15166.0,1488.0,9.811420282210207
76,Polk,2017,70524271.51,1135421.66,14933.0,1344.0,9.000200897341461
