,County,Date,Sale (Dollars),Volume Sold (Gallons),Population,Poverty Count,Total Poverty Rate (%)
50,Jefferson,2013,790566.53,15642.21,16800.0,1895.0,11.279761904761903
51,Johnson,2013,15266328.93,263749.65,134034.0,22300.0,16.637569571899668
52,Jones,2013,1150084.83,25735.96,20637.0,1587.0,7.690071231283617
53,Keokuk,2013,142893.28,3313.52,10428.0,1348.0,12.926735711545836
54,Kossuth,2013,1661485.89,34974.89,15437.0,1315.0,8.518494526138499
55,Lee,2013,2977703.5,58969.72,35736.0,5262.0,14.724647414372061
56,Linn,2013,23224587.71,440499.61,213425.0,20222.0,9.474991214712428
57,Louisa,2013,232094.26,4744.33,11348.0,1363.0,12.01092703560099
58,Lucas,2013,345505.24,7163.41,8840.0,1469.0,16.61764705882353
59,Lyon,2013,636165.61,12437.83,11659.0,916.0,7.856591474397462
60,Madison,2013,590210.08,12599.35,15606.0,1359.0,8.708189158016147
61,Mahaska,2013,916465.9,18516.72,22428.0,3462.0,15.436062065275548
62,Marion,2013,1858281.08,36822.82,33318.0,2923.0,8.773035596374331
63,Marshall,2013,2686227.02,52652.61,40800.0,4810.0,11.78921568627451
64,Mills,2013,446688.44,9626.21,14983.0,1026.0,6.847760795568311
65,Mitchell,2013,446790.1,9771.2,10739.0,746.0,6.9466430766365574
66,Monona,2013,519200.82,10525.16,9208.0,806.0,8.753258036490008
67,Monroe,2013,272537.59,5476.31,8010.0,924.0,11.535580524344569
68,Montgomery,2013,541214.47,11680.8,10625.0,1670.0,15.717647058823529
69,Muscatine,2013,2817560.97,54945.12,42798.0,6049.0,14.133838029814475
70,O'Brien,2013,1198222.55,26279.39,14249.0,1568.0,11.00428100217559
71,Osceola,2013,220987.87,4915.14,6335.0,536.0,8.460931333859511
72,Page,2013,1148726.23,22053.18,15838.0,2038.0,12.867786336658671
73,Palo Alto,2013,668744.71,14247.31,9352.0,824.0,8.810949529512405
74,Plymouth,2013,1504671.73,30213.87,24923.0,1571.0,6.303414516711472
75,Pocahontas,2013,339550.61,8102.31,7243.0,1002.0,13.834046665746238
76,Polk,2013,56057048.32,990043.91,438307.0,50853.0,11.602141877724971
77,Pottawattamie,2013,9138901.33,168666.16,92962.0,12468.0,13.411931757062025
78,Poweshiek,2013,1338820.89,26311.43,18804.0,2184.0,11.614550095724313
79,Ringgold,2013,141162.23,2958.56,5107.0,651.0,12.74720971215978
80,Sac,2013,511411.26,11400.83,10227.0,868.0,8.487337440109513
81,Scott,2013,18384930.01,331797.19,167080.0,21446.0,12.835767297103185
82,Shelby,2013,722370.59,14505.16,12088.0,1274.0,10.539377895433487
83,Sioux,2013,1477890.63,29947.56,34050.0,2592.0,7.612334801762113
84,Story,2013,7910476.99,151856.93,90750.0,17250.0,19.008264462809922
85,Tama,2013,556036.88,11860.24,17661.0,1969.0,11.148859068002944
86,Taylor,2013,101833.15,2158.43,6256.0,884.0,14.130434782608695
87,Union,2013,953472.71,19469.78,12547.0,1974.0,15.732844504662467
88,Van Buren,2013,185716.51,3596.09,7517.0,1224.0,16.283091658906482
89,Wapello,2013,2495451.02,48365.56,35469.0,6582.0,18.55704981815106
90,Warren,2013,1943461.9,40046.89,46631.0,3258.0,6.986768458750618
91,Washington,2013,1280723.01,23996.07,21834.0,2089.0,9.567646789411011
92,Wayne,2013,85065.15,1879.52,6382.0,774.0,12.127859605139456
93,Webster,2013,3085081.36,61340.05,37626.0,5574.0,14.814224206665607
94,Winnebago,2013,665467.71,14775.47,10732.0,1162.0,10.827431979127843
95,Winneshiek,2013,1304110.2,26603.97,21038.0,1568.0,7.4531799600722515
96,Woodbury,2013,8720322.41,163224.13,102155.0,15532.0,15.204346336449511
97,Worth,2013,216661.51,4660.98,7562.0,856.0,11.31975667812748
98,Wright,2013,606333.07,13281.59,13092.0,1418.0,10.831041857622976
