,County,Date,Sale (Dollars),Volume Sold (Gallons),Population,Poverty Count,Total Poverty Rate (%)
32,Fayette,2012,1118145.7,24790.66,20894.0,2562.0,12.261893366516704
33,Floyd,2012,1053915.13,22826.24,16204.0,1951.0,12.040236978523822
34,Franklin,2012,497136.27,10808.65,10650.0,1222.0,11.474178403755868
35,Fremont,2012,18793.59,360.9250665,7373.0,654.0,8.870202088702019
36,Greene,2012,302768.2,6371.68,9304.0,1042.0,11.199484092863283
37,Grundy,2012,297739.87,6693.48,12431.0,804.0,6.46770171345829
38,Guthrie,2012,280873.56,5961.6,10915.0,982.0,8.996793403573065
39,Hamilton,2012,796043.77,17819.08,15614.0,1788.0,11.451261688228511
40,Hancock,2012,256871.21,6494.13,11320.0,1071.0,9.461130742049471
41,Hardin,2012,1608075.82,35076.63,17479.0,1591.0,9.102351393100292
42,Harrison,2012,468592.74,9422.06,14838.0,1429.0,9.630677988947298
43,Henry,2012,951255.56,18883.78,20242.0,3304.0,16.322497776899517
44,Howard,2012,743955.23,15980.36,9568.0,1045.0,10.921822742474916
45,Humboldt,2012,634114.54,13658.49,9818.0,1071.0,10.908535343247097
46,Ida,2012,440210.03,9353.71,7113.0,898.0,12.624771545058346
47,Iowa,2012,1817734.27,38300.3,16320.0,1578.0,9.669117647058824
48,Jackson,2012,1159790.05,25085.13,19807.0,2404.0,12.137123239258846
49,Jasper,2012,1722006.36,35924.93,36823.0,4376.0,11.88387692474812
50,Jefferson,2012,746559.87,14753.07,16791.0,2287.0,13.62039187660056
51,Johnson,2012,15031775.38,265656.97,131627.0,21737.0,16.514089054677232
52,Jones,2012,1218910.65,28144.56,20686.0,1655.0,8.000580102484772
53,Keokuk,2012,123192.69,2909.21,10480.0,1236.0,11.793893129770991
54,Kossuth,2012,1602397.31,34615.59,15510.0,1266.0,8.16247582205029
55,Lee,2012,3027583.05,60498.66,35741.0,5087.0,14.232953750594554
56,Linn,2012,22717019.55,443589.53,211954.0,20662.0,9.748341621295186
57,Louisa,2012,238508.22,5067.23,11448.0,1328.0,11.600279524807824
58,Lucas,2012,269408.51,5804.45,8913.0,1533.0,17.19959609559071
59,Lyon,2012,535959.69,10791.37,11623.0,1058.0,9.102641314634775
60,Madison,2012,565132.05,11951.85,15630.0,1410.0,9.021113243761995
61,Mahaska,2012,908041.38,18320.49,22432.0,3562.0,15.879101283880171
62,Marion,2012,1691516.8,34248.4,33388.0,2866.0,8.5839223673176
63,Marshall,2012,2712215.66,54233.55,40568.0,5088.0,12.54190494971406
64,Mills,2012,408227.37,9080.73,15028.0,1120.0,7.452754857599149
65,Mitchell,2012,433674.45,9771.34,10761.0,749.0,6.960319672892853
66,Monona,2012,510447.11,10534.9,9242.0,1072.0,11.599220947846787
67,Monroe,2012,291650.72,6175.21,7979.0,1012.0,12.683293645820276
68,Montgomery,2012,568863.06,12153.85,10710.0,1693.0,15.80765639589169
69,Muscatine,2012,2744851.31,55734.52,42729.0,6333.0,14.821315734044793
70,O'Brien,2012,1314248.35,28474.56,14302.0,1552.0,10.851629142777236
71,Osceola,2012,219937.01,4897.84,6413.0,586.0,9.137689069078434
72,Page,2012,1189220.67,23743.97,15902.0,1834.0,11.533140485473526
73,Palo Alto,2012,589873.63,13069.9,9402.0,1002.0,10.657306955966815
74,Plymouth,2012,1512916.93,31115.92,24911.0,1281.0,5.142306611537072
75,Pocahontas,2012,337577.83,8295.52,7307.0,982.0,13.439167921171482
76,Polk,2012,55190112.1,995284.22,431811.0,47976.0,11.110416362714245
77,Pottawattamie,2012,9098306.49,170345.25,92793.0,11947.0,12.874893580334726
78,Poweshiek,2012,1260818.16,25209.1,18888.0,1913.0,10.128123676408302
79,Ringgold,2012,130629.48,2842.37,5123.0,674.0,13.156353699004491
80,Sac,2012,555655.82,12265.75,10307.0,914.0,8.867759774910256
81,Scott,2012,18456818.97,338365.86,165432.0,20459.0,12.36701484597901
82,Shelby,2012,709604.7,14147.3,12158.0,1343.0,11.046224708011186
83,Sioux,2012,1360711.22,28524.7,33776.0,2332.0,6.904310753197538
84,Story,2012,8029406.39,157760.34,89734.0,16366.0,18.238348897853655
85,Tama,2012,535153.82,11519.76,17746.0,2073.0,11.681505691423421
86,Taylor,2012,99613.74,2233.53,6292.0,923.0,14.669421487603305
87,Union,2012,850957.33,18212.75,12525.0,2075.0,16.56686626746507
88,Van Buren,2012,189865.97,3823.12,7565.0,1293.0,17.091870456047587
89,Wapello,2012,2394581.08,48171.02,35449.0,6151.0,17.351688340996926
90,Warren,2012,1876943.07,38720.71,46239.0,3255.0,7.039512100175178
91,Washington,2012,1220746.44,23364.5,21765.0,2354.0,10.815529519871351
92,Wayne,2012,161736.16,3152.19,6372.0,924.0,14.500941619585689
93,Webster,2012,2835896.75,58222.65,37895.0,5203.0,13.730043541364296
94,Winnebago,2012,628031.62,14256.09,10800.0,1047.0,9.694444444444443
95,Winneshiek,2012,1329013.68,27618.2,21033.0,1586.0,7.540531545666333
96,Woodbury,2012,8502715.94,162039.64,101948.0,15059.0,14.771255934397928
97,Worth,2012,166372.17,3681.32,7581.0,938.0,12.373037857802403
98,Wright,2012,593361.38,13065.69,13173.0,1382.0,10.49115615273666
